row_id,x,y,accuracy,time,place_id
7737498,2.227,1.0676,30,634046,7810150060
7737932,2.1215,1.4177,160,655779,7278590122
7738177,2.3514,1.0638,66,132813,8032468532
7738383,2.4146,1.1787,127,563330,6438240873
7738860,2.3188,1.2263,39,513248,7164783554
7739022,2.2355,1.1144,55,245667,1732563460
7739146,2.2607,1.0567,194,493558,8720473009
7739427,2.0831,1.2933,18,647565,4235083075
7740322,2.2567,1.4927,71,464969,4588090734
7740404,2.4078,1.1232,67,458916,8670584806
7741108,2.0387,1.1625,165,646219,3229876087
7741122,2.4702,1.3264,9,211614,6171384989
7742496,2.352,1.1132,10,178415,8862329731
7742606,2.106,1.2334,196,312359,1380291167
7743100,2.4151,1.1898,325,401758,3974542317
7743529,2.4985,1.4433,64,782597,5801995519
7744060,2.0738,1.4859,60,748299,4142372393
7744084,2.4684,1.2644,270,679259,9659178432
7744542,2.2995,1.4535,41,559202,4386750363
7744587,2.0608,1.4688,159,671500,5232128865
7745088,2.0157,1.0468,29,471803,5108076746
7745509,2.3217,1.1091,62,713341,6940115252
7746226,2.2225,1.3639,5,85022,4568745791
7746410,2.3168,1.0446,60,23598,8032468532
7746808,2.392,1.3623,59,750355,4659529541
7746845,2.2906,1.4599,174,609857,1533408099
7746966,2.3198,1.37,67,240124,1774462085
7747552,2.2968,1.3722,67,546415,4909747086
7747944,2.4177,1.1087,67,715897,9793752815
7747960,2.2956,1.3398,65,281847,3284707339
7747981,2.2442,1.1369,9,437700,6089843508
7748223,2.1242,1.3364,14,468835,1152474121
7748224,2.201,1.3019,69,735993,5111412226
7748341,2.0475,1.3393,203,104959,5334589752
7748687,2.1206,1.4677,69,63983,6936126097
7749431,2.2644,1.3882,67,617064,6706708436
7749891,2.0692,1.0959,61,671712,3750280925
7750001,2.0013,1.49,100,635823,2471811203
7750272,2.2075,1.3266,11,66564,9935755425
7750510,2.2539,1.3775,164,740986,1237461560
7750586,2.339,1.0619,156,82535,8032468532
7750676,2.4062,1.3442,50,7855,1188605085
7751928,2.4332,1.3965,100,611389,5632997879
7752357,2.4417,1.1922,158,159584,6396652784
7752424,2.4879,1.0056,28,530886,3127147709
7753302,2.108,1.2326,64,401942,1380291167
7753589,2.4166,1.2396,231,619021,9773056775
7754711,2.4548,1.2079,87,743009,3974542317
7754966,2.1203,1.4234,58,187947,8795956344
7755037,2.1929,1.3603,97,598774,8074414179
7755732,2.424,1.2236,10,106702,2265547003
7755768,2.2377,1.2652,50,44847,4374582281
7756256,2.3727,1.2415,894,671398,4233534513
7756361,2.3274,1.3419,58,168125,8655245424
7756573,2.487,1.2647,3,528103,7871954785
7756902,2.3207,1.2508,174,675794,2585551753
7756994,2.4937,1.2451,14,70739,6787040850
7757261,2.4662,1.3982,162,170654,2789478289
7757732,2.2848,1.3906,5,173567,6706708436
7757994,2.2746,1.4527,159,701799,7038685199
7758352,2.0574,1.1374,11,541863,3109132734
7758689,2.4701,1.4055,22,97139,7789869701
7759125,2.253,1.4218,73,778495,6466855273
7759183,2.0715,1.3412,59,521050,3297144794
7759185,2.0734,1.3591,176,213667,1577178217
7759371,2.4153,1.2271,38,553855,3997372701
7759805,2.0615,1.2278,120,530105,2739683636
7760366,2.3945,1.0045,158,681189,9309341993
7760638,2.259,1.2862,154,540798,6215057357
7760753,2.3349,1.0079,111,730592,3218914434
7761207,2.1823,1.0106,11,330276,8687844587
7762026,2.343,1.1621,65,551914,4861093827
7762232,2.4944,1.3421,165,345156,4637897379
7762248,2.0853,1.1358,58,364475,1430541006
7763513,2.1647,1.1488,68,392700,4691678575
7763535,2.1303,1.1659,17,239510,9764078387
7764399,2.4777,1.2305,72,96693,6787040850
7764492,2.344,1.2697,23,592246,4899905409
7764584,2.4507,1.1504,62,361461,1450922788
7764829,2.2015,1.268,825,403554,4606837364
7765253,2.0573,1.2869,11,525856,6854303457
7765374,2.3435,1.1696,64,111102,4861093827
7765812,2.3386,1.2347,69,364495,1653222405
7766471,2.396,1.1663,67,583788,6438240873
7766647,2.2843,1.2492,10,94976,5448001036
7766770,2.3743,1.159,9,715389,8072176981
7767241,2.0711,1.2307,33,633769,1380291167
7767762,2.347,1.1767,62,730818,4861093827
7767767,2.0587,1.0711,58,87109,9778673479
7768265,2.1953,1.3061,78,138176,7097086698
7768308,2.1672,1.2431,169,129469,1380291167
7768417,2.0984,1.0701,66,544466,4336717042
7768709,2.341,1.3375,68,691199,2998156180
7770438,2.0975,1.1869,125,678514,2337680907
7770489,2.2325,1.0628,53,776411,2063144012
7770772,2.333,1.2523,133,592238,2585551753
7771335,2.0564,1.0732,268,423615,4336717042
7771758,2.3022,1.2379,9,378312,5943393344
7772600,2.1159,1.3101,109,120234,3695846783
7772829,2.2011,1.2512,64,377497,9131412124
7773983,2.4387,1.2076,90,633523,3974542317
7774241,2.3219,1.352,65,389703,8655245424
7774471,2.3725,1.1584,5,622894,6438240873
7775188,2.0076,1.1833,13,168757,3229876087
7775727,2.1194,1.0855,115,523177,3163226764
7775782,2.3476,1.1646,68,366192,4861093827
7776726,2.3371,1.06,62,531761,8032468532
7777684,2.3786,1.001,66,777370,2112291371
7778434,2.4166,1.0857,65,737316,8940024726
7778551,2.029,1.1015,59,216705,5781604363
7778843,2.476,1.1494,165,699727,5249522175
7779387,2.0868,1.1715,12,183943,9764078387
7779422,2.0823,1.387,48,295095,7021063988
7780621,2.0528,1.1506,64,722076,4231692509
7781740,2.2919,1.4663,74,335382,2517696955
7782095,2.4258,1.1914,30,572377,8393968110
7782241,2.1125,1.0448,27,335059,7810150060
7782751,2.3653,1.4004,23,198049,7789869701
7783662,2.4621,1.2954,6,28624,3074081421
7783957,2.496,1.2459,62,467714,7871954785
7784053,2.1941,1.1923,17,245428,9764078387
7784204,2.1442,1.2992,159,605069,5256855055
7784822,2.1232,1.1521,58,149311,4231692509
7785177,2.1986,1.3451,69,665387,4712992402
7785191,2.2794,1.05,33,355285,9373984994
7785812,2.3689,1.0922,8,556344,3740447345
7786679,2.4943,1.2115,71,665971,1459077665
7786774,2.3719,1.1821,167,491902,6438240873
7788398,2.4123,1.3629,75,212248,1536494374
7788427,2.0286,1.1782,68,99125,2082127512
7788735,2.2876,1.1192,155,685831,2852927300
7789969,2.277,1.3086,56,629003,1804841714
7790094,2.3333,1.46,67,461322,4386750363
7790159,2.3624,1.1722,61,358855,4861093827
7790327,2.2981,1.3846,14,769814,6706708436
7790838,2.2273,1.2356,158,322727,1380291167
7791308,2.0983,1.1304,7,276313,9864693439
7791392,2.1364,1.1808,16,379800,1808200839
7792318,2.4353,1.2955,61,772594,7097086698
7793006,2.2117,1.334,70,218591,7240847236
7793024,2.0558,1.3396,169,429649,3297144794
7793373,2.1369,1.1573,71,613876,2424985356
7793483,2.4366,1.196,58,198510,6396652784
7793626,2.1222,1.2995,57,616496,5256855055
7793646,2.3087,1.2443,3,70445,5448001036
7794379,2.4631,1.0404,947,484233,4255947450
7795150,2.103,1.2947,16,475215,6854303457
7795159,2.1603,1.1766,5,208198,9764078387
7796160,2.1771,1.4807,138,563269,4011083602
7796185,2.35,1.2197,4,333422,1272823671
7796290,2.3894,1.4652,62,758740,4474172701
7796562,2.069,1.0611,65,695666,4336717042
7796627,2.0076,1.0373,3,204807,8032468532
7796711,2.2102,1.2106,31,632839,9383906351
7796955,2.4943,1.2662,27,54388,7871954785
7797696,2.007,1.4431,9,206178,8795956344
7798135,2.1115,1.1551,65,374882,5063967094
7798174,2.256,1.41,36,386691,6706708436
7798345,2.2311,1.3259,1,225017,5335193549
7798527,2.0113,1.344,65,626024,2494678001
7798669,2.0391,1.1418,3,379923,4231692509
7799223,2.4199,1.4892,109,444488,2161810178
7800401,2.1679,1.1016,165,618214,4110044452
7800824,2.0134,1.1344,14,638474,9848489870
7801054,2.329,1.2515,77,281079,2585551753
7801568,2.0755,1.1754,126,779750,9764078387
7801597,2.2859,1.2741,152,303285,6215057357
7801700,2.4907,1.0551,66,511121,8841908386
7804109,2.0181,1.1748,19,319196,3229876087
7804296,2.0244,1.2042,72,88012,5156008172
7804430,2.1206,1.1518,12,92861,9262433179
7807013,2.2725,1.1693,10,285523,1031277804
7807357,2.2058,1.3615,68,361464,7240847236
7807404,2.0635,1.2962,18,618841,6854303457
7807578,2.4382,1.3078,73,218363,3695846783
7807737,2.1248,1.4432,60,107700,7644714882
7807787,2.4355,1.1848,155,627413,6396652784
7809260,2.4579,1.018,134,349846,9365003624
7809640,2.2895,1.4394,63,168750,7920779710
7809680,2.3195,1.4596,64,308710,4386750363
7810284,2.318,1.0515,6,183426,8032468532
7810466,2.0378,1.2733,16,355536,6854303457
7810804,2.454,1.1169,316,680354,7583467786
7811443,2.1789,1.3481,63,579541,4712992402
7811569,2.1771,1.301,21,568531,8099882727
7812148,2.2796,1.3891,67,611285,6706708436
7812706,2.0679,1.0916,69,694083,8679966649
7812810,2.2423,1.0671,63,124605,7929669489
7813516,2.3181,1.2708,170,763714,2585551753
7813598,2.4907,1.2621,62,226720,7871954785
7813719,2.1147,1.0547,10,367565,4336717042
7814108,2.2974,1.2229,50,137170,4233534513
7814174,2.4098,1.2131,65,770411,7312165178
7814598,2.0599,1.1031,55,712868,8679966649
7814613,2.2617,1.3046,4,48937,5111412226
7815692,2.201,1.0222,64,187280,2703428730
7815786,2.2876,1.4172,23,574213,5675044797
7816068,2.495,1.0437,67,562719,1663763627
7816171,2.2627,1.0696,75,271740,7929669489
7816196,2.3178,1.4295,5,26194,7600299291
7816436,2.4959,1.2078,177,179590,4596764630
7816870,2.4299,1.186,37,357952,4790376037
7816879,2.1658,1.3985,18,1880,5991509451
7817275,2.2081,1.0559,75,72780,7810150060
7817330,2.2531,1.1424,16,158995,3513732261
7817848,2.3747,1.1511,67,397423,2607294907
7818007,2.4419,1.3481,62,7608,1188605085
7818154,2.1648,1.0876,19,722778,8904074677
7818534,2.0768,1.4958,65,240825,2367979052
7818835,2.3307,1.3288,9,580906,2998156180
7818857,2.3422,1.0735,7,475988,4330659730
7818944,2.0295,1.0396,255,229832,8687844587
7819470,2.215,1.2254,163,13165,1380291167
7819898,2.1363,1.2212,122,23092,2739683636
7821285,2.3797,1.2005,39,341682,7834777560
7822207,2.0931,1.3415,21,390394,3297144794
7822702,2.277,1.1606,64,431299,2187764354
7823307,2.2653,1.4479,68,232800,7038685199
7823659,2.362,1.3215,25,398001,6644108708
7823860,2.32,1.4612,51,399384,4386750363
7823914,2.4433,1.1813,58,350762,6396652784
7824536,2.0651,1.1719,38,767366,2082127512
7824950,2.2422,1.3623,69,491375,1082319594
7825595,2.1766,1.2416,74,546916,2739683636
7825611,2.0647,1.1937,5,222391,9764078387
7826092,2.0299,1.1652,59,317825,2082127512
7826407,2.1599,1.126,21,601105,4691678575
7826767,2.1552,1.2225,71,599092,7698840696
7826980,2.0198,1.1884,49,470361,2082127512
7827464,2.0251,1.4685,82,720249,4921814476
7827963,2.2175,1.2451,6,79229,3910675283
7827982,2.1294,1.1074,56,729259,4110044452
7829473,2.1755,1.1638,11,381057,4231692509
7829502,2.3271,1.0637,2,368982,8032468532
7829718,2.3171,1.099,224,691676,5541564636
7829733,2.1387,1.1244,61,401220,4110044452
7829991,2.3855,1.3654,91,658669,5529091830
7831011,2.0572,1.4813,38,626181,9017925094
7831122,2.4897,1.2625,68,579502,7871954785
7831245,2.0824,1.0526,72,606500,4336717042
7832348,2.2717,1.407,51,450444,9853786982
7832365,2.484,1.238,64,170047,6787040850
7832452,2.4218,1.3331,25,718045,4179997917
7832466,2.2242,1.2811,74,59145,4374582281
7832629,2.3695,1.0637,93,671492,1168869217
7832647,2.3499,1.1658,20,600823,4861093827
7832911,2.2934,1.0532,249,534687,7810150060
7833235,2.1511,1.038,34,418565,4984046094
7833662,2.2475,1.2872,58,101639,9496768941
7833925,2.1998,1.117,157,301764,1732563460
7834412,2.3734,1.2932,4,748401,8099882727
7834481,2.314,1.2563,79,7602,2585551753
7834556,2.2325,1.0714,54,467348,8032468532
7834610,2.1643,1.3884,57,432011,8725643775
7835038,2.1329,1.1452,61,226235,7463831010
7835080,2.2061,1.0466,66,637261,7810150060
7835805,2.3644,1.3294,38,473845,7788479474
7836328,2.33,1.1799,597,175196,6396652784
7836388,2.0733,1.3385,169,106744,1577178217
7836708,2.223,1.1314,54,461522,3513732261
7836773,2.3298,1.177,58,609799,4861093827
7837176,2.0472,1.302,15,543652,8099882727
7837326,2.2358,1.2567,5,2284,9773056775
7837620,2.1667,1.4933,86,675565,6873618335
7837696,2.2666,1.2919,65,146521,3695846783
7839045,2.2897,1.0609,15,759294,2209293971
7839243,2.1307,1.3015,10,128914,8790355618
7839928,2.0985,1.3606,60,349200,7021663947
7839971,2.0873,1.4608,65,756051,5232128865
7840089,2.0312,1.0298,11,273637,1658077953
7840225,2.0244,1.0286,62,78007,6709409787
7840874,2.0583,1.2686,62,445975,7958850057
7840907,2.4692,1.314,22,759876,8099882727
7842139,2.3469,1.0004,62,644497,2112291371
7842274,2.1567,1.2275,152,528553,2739683636
7842897,2.1536,1.0449,61,58750,4984046094
7843788,2.4395,1.1962,145,743735,7312165178
7845237,2.1305,1.1804,28,539427,3886794461
7845249,2.2505,1.1533,797,238473,5190752226
7845268,2.3498,1.0336,63,676972,8032468532
7845475,2.3123,1.3427,56,680952,8655245424
7846383,2.2224,1.1168,606,170741,7251570583
7846435,2.4784,1.0592,160,564514,8841908386
7846501,2.2641,1.2714,63,503941,3319589754
7846898,2.1799,1.4418,10,486452,7644714882
7846981,2.2653,1.4541,73,71408,7038685199
7846984,2.2359,1.1153,72,743887,5723607000
7847111,2.1267,1.2032,60,195418,7698840696
7848130,2.3103,1.3115,24,616061,5805133287
7848456,2.0679,1.4473,15,138034,4142372393
7849026,2.2509,1.0434,78,571033,7199420770
7849035,2.1692,1.0505,58,551693,8904074677
7849177,2.0517,1.4627,18,324420,5232128865
7849861,2.1354,1.081,9,563653,8904074677
7849864,2.4664,1.4312,161,547176,3763725275
7849873,2.3616,1.1804,62,42522,4861093827
7849986,2.1915,1.4302,89,692567,1327075245
7850331,2.1605,1.2666,63,376069,2614390775
7851363,2.2455,1.1183,7,752190,3588028567
7851693,2.0483,1.0709,71,201755,4336717042
7851746,2.2954,1.0923,62,188872,8167053873
7852193,2.2539,1.4535,70,774928,7038685199
7852222,2.1453,1.3717,94,469418,4088734818
7852224,2.3604,1.0001,52,184266,7736616367
7852894,2.0925,1.2292,77,492104,5675632737
7852940,2.4971,1.4946,65,695565,9434111026
7854177,2.0242,1.2357,170,208654,3910675283
7854287,2.1965,1.2896,165,298372,4606837364
7854289,2.0634,1.2328,2,361969,9110155624
7854307,2.4452,1.185,67,79108,6396652784
7854407,2.2379,1.3172,99,526997,8671246084
7854513,2.0061,1.2204,22,780445,5156008172
7854589,2.3297,1.0165,7,336487,8238808750
7854691,2.0723,1.2644,58,693202,3076556383
7855187,2.0069,1.491,64,775050,2070189162
7855475,2.2856,1.2583,67,106527,8505496580
7855506,2.3442,1.1762,63,255351,4861093827
7855701,2.2425,1.4601,66,300340,8653170713
7856263,2.2984,1.2005,902,682414,7259555507
7857888,2.1185,1.1996,72,340167,2337680907
7858109,2.3321,1.4304,69,5070,7600299291
7858328,2.1408,1.3193,20,94765,8076001163
7858663,2.3483,1.4114,90,483859,5442484608
7858881,2.4276,1.0363,77,496374,5033348570
7859477,2.4885,1.3859,168,192057,8831215876
7859701,2.246,1.302,7,142048,3695846783
7859704,2.3805,1.1725,16,730834,6438240873
7859996,2.3712,1.1339,35,743520,1326517230
7860239,2.2594,1.0758,65,180102,7929669489
7860421,2.1272,1.1345,61,252868,1732563460
7860535,2.1194,1.2894,66,94731,5256855055
7860593,2.4031,1.194,43,392564,5304570159
7860783,2.3548,1.2208,156,528640,4233534513
7861061,2.1327,1.4022,82,602087,5991509451
7862187,2.4401,1.1833,159,229830,6396652784
7862620,2.263,1.0732,54,557440,7929669489
7862810,2.3875,1.1994,128,696540,2337680907
7864796,2.4991,1.173,53,342204,4790376037
7865140,2.0527,1.2469,21,81639,7829825858
7865937,2.3147,1.0195,12,711468,2579101997
7866549,2.132,1.1033,10,183280,5063967094
7866929,2.1732,1.405,30,410751,5991509451
7866958,2.4522,1.0561,168,162196,5033348570
7867617,2.1793,1.3526,59,627930,7240847236
7868065,2.3005,1.2486,62,385111,5943393344
7868137,2.4769,1.0363,21,251971,1658077953
7868154,2.4203,1.3622,82,689158,1536494374
7868698,2.1965,1.0315,53,569479,8687844587
7868767,2.2043,1.2934,49,403569,3190058760
7869223,2.149,1.1436,74,471487,3513732261
7869658,2.0058,1.32,11,85296,4435141062
7869910,2.0322,1.3269,174,587938,4435141062
7870079,2.3489,1.1832,56,464632,4861093827
7870528,2.4579,1.2386,68,574677,2571962720
7870692,2.1347,1.3355,1,242876,3284707339
7870904,2.1599,1.3169,10,623488,5805133287
7871760,2.0943,1.2729,55,445727,3076556383
7872091,2.1602,1.378,82,785023,1237461560
7873066,2.2368,1.186,164,738092,9764078387
7873177,2.2398,1.4467,73,539257,7038685199
7873195,2.2541,1.2728,73,194411,4374582281
7873643,2.2004,1.2162,21,456603,2598654991
7874026,2.2605,1.446,61,151445,7038685199
7874070,2.3284,1.3952,57,47363,7893158634
7874079,2.0765,1.2433,3,673882,3910675283
7874103,2.4002,1.3582,64,502035,1536494374
7874371,2.2896,1.4097,69,749419,6706708436
7874464,2.4924,1.3712,7,132032,2285334931
7875409,2.1424,1.2049,34,644259,7307880590
7875561,2.303,1.3859,3,309523,1291402142
7875859,2.4317,1.1673,64,434696,6396652784
7875997,2.2524,1.0538,76,586636,7810150060
7876178,2.3325,1.3427,77,549634,9333530674
7876417,2.1044,1.2045,13,101750,1140094746
7876610,2.2112,1.2871,117,780406,8525624794
7876982,2.2764,1.4458,540,313973,4386750363
7877870,2.1549,1.154,27,685769,4231692509
7878058,2.1506,1.2441,168,200478,5448001036
7878096,2.2121,1.3524,62,636415,7240847236
7878340,2.0266,1.1774,78,211120,2082127512
7878674,2.124,1.1918,40,320576,3229876087
7879072,2.2224,1.2544,165,753098,9131412124
7880387,2.3243,1.3846,65,511323,6796340133
7880403,2.2711,1.2556,52,327999,6215057357
7880570,2.0652,1.4892,69,550911,2367979052
7881462,2.3484,1.3425,64,709637,2998156180
7882085,2.4962,1.4611,66,30878,6474510758
7882291,2.0224,1.1183,15,594482,5781604363
7882297,2.3121,1.0547,266,40739,8032468532
7882310,2.3974,1.1518,70,561070,6438240873
7882414,2.1638,1.1348,71,484570,4691678575
7882553,2.2044,1.2826,65,458520,1460560463
7882581,2.1378,1.2394,9,325453,3910675283
7882742,2.0089,1.2802,57,685785,9536397570
7882878,2.3234,1.0377,60,104303,8032468532
7882880,2.2376,1.1597,5,345871,1031277804
7883149,2.408,1.2083,6,119232,5304570159
7883630,2.4539,1.1348,75,127592,8670584806
7883637,2.4892,1.3206,8,2416,5598282526
7883967,2.3307,1.1302,32,673023,3109132734
7884959,2.2994,1.2747,74,608089,2585551753
7885495,2.4301,1.2649,157,541458,2571962720
7885821,2.1481,1.1372,63,610060,4691678575
7885932,2.3324,1.2338,54,670020,2585551753
7886095,2.0243,1.1953,55,628860,2082127512
7886463,2.0263,1.2846,152,670919,6854303457
7886579,2.0264,1.1619,902,659128,9602339655
7887239,2.252,1.4522,60,559380,7038685199
7887377,2.4531,1.4434,73,428863,5801995519
7887446,2.2137,1.2926,68,475384,7444820426
7888296,2.1033,1.1053,43,394258,5525282337
7889206,2.0906,1.331,10,395932,5334589752
7889425,2.2557,1.2799,105,770545,4374582281
7889822,2.4054,1.0026,11,226343,6896906036
7889921,2.3462,1.0066,147,173975,2112291371
7890193,2.2061,1.0464,83,687703,7810150060
7891315,2.2567,1.0345,51,742091,7199420770
7891455,2.1313,1.3012,66,780305,6854303457
7891909,2.1332,1.1021,92,341580,5063967094
7892418,2.041,1.1548,9,753721,3109132734
7892993,2.3982,1.3738,72,114268,1536494374
7893124,2.4893,1.3142,159,569090,4168031615
7893126,2.1982,1.3294,69,158481,7240847236
7894088,2.4268,1.0535,58,318539,1496485145
7894380,2.0279,1.1648,52,303780,2082127512
7894619,2.1267,1.0547,24,679497,9278137669
7894825,2.2311,1.1271,10,666779,3513732261
7895246,2.1184,1.2478,47,321098,1380291167
7895427,2.2763,1.4314,46,743808,6466855273
7895872,2.2579,1.0845,74,453833,7929669489
7895933,2.4954,1.4707,60,275196,9205242790
7895994,2.1425,1.1808,73,620549,3229876087
7896217,2.4284,1.2939,166,385504,7732742644
7896253,2.0847,1.2305,13,229182,9913438709
7896437,2.4363,1.1633,81,604854,6396652784
7896966,2.1751,1.0538,10,227808,5906186883
7897086,2.0227,1.3264,56,783353,2494678001
7897455,2.2359,1.2713,60,106514,6215057357
7897473,2.2559,1.0854,170,168612,2809108094
7897995,2.4403,1.2377,44,484964,2571962720
7898069,2.4918,1.0145,79,712330,1663763627
7899027,2.4008,1.3758,68,206570,1536494374
7899049,2.3542,1.4582,54,150462,4386750363
7899719,2.005,1.352,63,470790,2494678001
7899959,2.4992,1.2365,64,515878,6787040850
7900176,2.2164,1.275,64,41455,6215057357
7900484,2.2487,1.2962,493,358033,9496768941
7900596,2.0411,1.1913,68,652271,3229876087
7900600,2.2644,1.3402,60,466463,8286292454
7901026,2.3854,1.4736,64,191518,1853388867
7901181,2.211,1.0525,74,443959,7810150060
7901436,2.3265,1.0059,90,233073,2112291371
7901737,2.2082,1.1045,164,176300,1732563460
7902311,2.0602,1.0614,39,727698,2164082478
7902439,2.4953,1.2755,68,580072,7871954785
7902603,2.495,1.2393,64,394734,6787040850
7902828,2.1548,1.3129,159,682178,8790355618
7902870,2.1695,1.471,39,327021,4921814476
7903464,2.2601,1.3982,79,376701,7278590122
7903620,2.4658,1.4931,75,119452,4466033869
7904248,2.1924,1.0922,5,184838,8720473009
7904434,2.1152,1.3817,9,132057,1971715162
7904891,2.1399,1.0651,28,720315,4336717042
7905064,2.019,1.3315,102,456294,1564838354
7905365,2.1051,1.3998,72,654589,7045241279
7905609,2.3302,1.3874,54,618648,7893158634
7906815,2.2121,1.0109,55,749006,8632201887
7907213,2.1439,1.3094,134,206967,8790355618
7908158,2.1394,1.4946,921,526976,9936666116
7908197,2.1289,1.231,293,81848,3086382532
7908920,2.4467,1.2282,11,143569,5301169969
7909983,2.0835,1.3843,97,550050,7021063988
7910355,2.0284,1.3554,63,671672,3297144794
7910400,2.4328,1.3472,71,442552,1536494374
7911439,2.3592,1.1646,58,411531,8072176981
7911496,2.3616,1.317,6,196479,6644108708
7911597,2.4322,1.2348,169,314586,5301169969
7912318,2.3903,1.1705,74,732190,6438240873
7912524,2.3119,1.4801,17,219577,4386750363
7912627,2.0431,1.1074,26,464059,8679966649
7912722,2.2123,1.0174,157,198812,6896906036
7912741,2.0309,1.2955,41,724203,8790355618
7912779,2.1285,1.2474,13,646237,3910675283
7912829,2.1477,1.2234,166,324138,7698840696
7912890,2.3252,1.4062,7,434775,9060493227
7913619,2.1414,1.316,43,764400,4435141062
7914008,2.4673,1.4136,164,513287,6389656261
7914195,2.3888,1.2282,79,43928,7312165178
7914258,2.3853,1.1981,11,713335,8923507937
7914439,2.3521,1.0192,2,445352,9309341993
7914718,2.35,1.1674,31,570917,4861093827
7914865,2.0068,1.1765,100,191454,2082127512
7914941,2.1476,1.0475,110,568901,2063144012
7914963,2.4823,1.0334,79,622604,1663763627
7915763,2.2468,1.4475,160,41870,4626375496
7916052,2.0363,1.4826,79,56419,6936126097
7916059,2.1717,1.2877,68,450172,5111412226
7916398,2.1216,1.1551,160,553182,1430541006
7916688,2.4006,1.0114,7,165486,8238808750
7916930,2.4547,1.0192,64,472728,9765566432
7917225,2.1511,1.0806,64,158384,9512310615
7917379,2.0943,1.2581,66,162820,6396652784
7917456,2.094,1.0118,10,643210,8687844587
7917461,2.3272,1.3353,43,371261,9756750564
7917639,2.2923,1.405,135,223245,5442484608
7917894,2.3506,1.0819,62,745049,8679966649
7919128,2.4259,1.1744,10,523893,5271646232
7919567,2.3792,1.2852,62,479742,4611031929
7920566,2.3686,1.2225,13,109963,1272823671
7921284,2.4653,1.3193,44,600558,4168031615
7921535,2.4634,1.478,72,34325,3178785922
7921842,2.3415,1.0544,11,665787,8032468532
7922706,2.2665,1.2562,731,528907,2585551753
7922738,2.3816,1.4296,67,265058,4626375496
7922747,2.4921,1.0393,30,672535,2178744887
7922905,2.1356,1.2724,164,664034,6854303457
7923215,2.4256,1.2935,83,663552,7097086698
7923861,2.1154,1.4678,24,92871,2074133146
7923956,2.0205,1.2122,66,466457,2739683636
7924138,2.1503,1.233,54,250035,2771234134
7924399,2.0553,1.1736,71,705272,3229876087
7924491,2.2644,1.2781,70,556866,6215057357
7925385,2.0504,1.4534,61,607591,5232128865
7925391,2.2498,1.4784,84,340598,8653170713
7926291,2.1414,1.1776,3,353194,1376745845
7926352,2.0129,1.1053,65,721481,5781604363
7927022,2.1182,1.4449,61,220431,8795956344
7927787,2.1495,1.2866,65,533098,5111412226
7928112,2.4341,1.0127,89,126245,1663763627
7928255,2.321,1.2606,62,228041,2585551753
7928565,2.2792,1.3847,148,24083,7663031065
7928606,2.3087,1.3657,1,130079,7754548458
7928912,2.0327,1.3976,11,94745,7021063988
7929338,2.0959,1.4119,6,187533,6492209794
7929830,2.3144,1.264,61,95385,2585551753
7930120,2.3098,1.225,40,210446,4233534513
7930452,2.2338,1.2764,67,24562,4374582281
7930650,2.418,1.1247,63,460645,8670584806
7931710,2.1425,1.1033,64,138272,9512310615
7932256,2.2628,1.0131,17,273900,2738848170
7932316,2.4134,1.2947,415,672410,9546022315
7932725,2.0979,1.4372,24,79917,7644714882
7932967,2.3451,1.3509,52,745022,2998156180
7933067,2.3611,1.4349,74,402754,7102786166
7933377,2.3573,1.1287,14,268305,3200211486
7933506,2.1706,1.2461,90,641981,2739683636
7933600,2.4804,1.3569,71,388816,2285334931
7933837,2.3572,1.1595,60,693464,4861093827
7933927,2.0816,1.2443,62,665334,1380291167
7934070,2.019,1.1278,5,580021,4691678575
7934175,2.2525,1.3387,15,222541,9935755425
7934369,2.0119,1.0371,73,8999,6709409787
7934420,2.0625,1.3021,12,135589,4182637650
7934882,2.0152,1.3884,60,636599,4637897379
7935099,2.0773,1.3461,13,627168,3297144794
7935692,2.0925,1.3065,76,672079,8790355618
7935849,2.3318,1.0637,80,527082,8032468532
7936560,2.1426,1.112,60,467754,4691678575
7938080,2.4384,1.0529,17,633969,7637611146
7938373,2.4857,1.2791,29,511336,7164783554
7938835,2.0874,1.2356,67,592084,1380291167
7938847,2.2061,1.0181,68,631933,4984046094
7938883,2.0843,1.3349,26,335358,3297144794
7938930,2.3745,1.3109,89,165071,6644108708
7939100,2.2546,1.4822,27,545548,4588090734
7940056,2.079,1.2665,62,116943,3076556383
7940347,2.3933,1.3246,15,13787,6644108708
7940866,2.0308,1.0731,25,124289,2164082478
7941308,2.4883,1.4512,58,306487,9474162554
7941906,2.4185,1.1595,63,562521,6438240873
7941961,2.4999,1.1247,52,553193,3135205757
7942415,2.2171,1.048,26,718979,7810150060
7942558,2.0416,1.1751,74,742548,3229876087
7943104,2.1237,1.001,19,293674,1033901110
7943145,2.3725,1.4626,58,47296,1853388867
7943220,2.1545,1.4012,50,610226,4338887860
7943641,2.1322,1.3257,15,178494,8790355618
7943919,2.4958,1.1509,13,248583,4153178880
7944409,2.4125,1.3373,5,284214,4179997917
7944983,2.4214,1.2811,29,611897,7097086698
7945213,2.2587,1.4414,54,695597,7038685199
7945414,2.2201,1.1676,83,505780,1841689795
7946312,2.356,1.0069,13,77249,5663422179
7946500,2.1804,1.3908,52,407421,8725643775
7946543,2.0152,1.3942,2,151531,5470430723
7946827,2.3316,1.1382,20,753296,3109132734
7946995,2.0214,1.1787,2,183949,9764078387
